"Name","Active","Date","Operator","Description","href","Type","Fields","Pools","Order_Num","Order_Amendment","Order_Amendment_Num","Pool_Count_0","Pool_Count","Oil_Pool_Count","Gas_Pool_Count","Field_Count_0","Field_Count","Start_Page","Stop_Page"
"CO 103 A","FALSE","1972-06-08","Various","Flaring permitted until 11/01/72.  Limits flaring after 11/01/72.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20103%20A%22}","CO","TRADING BAY","","103","A","",TRUE,0,0,0,FALSE,1,1,77
"CO 103 A .001","FALSE","1972-10-10","Union","Flaring extends CO 103A until 11/01/72.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO103A.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20103%20A%22}","CO","TRADING BAY","","103","A","1",TRUE,0,0,0,FALSE,1,5,77
"CO 104","FALSE","1971-06-30","Various","Flaring restricted after 07/01/72 except for safety & emergencies.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20104%22}","CO","MCARTHUR RIVER","","104","","",TRUE,0,0,0,FALSE,1,1,168
"CO 104 A","FALSE","1972-06-08","Union","Flaring until 11/01/72.  Restricts flaring after 11/02/72.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20104%20A%22}","CO","MCARTHUR RIVER","","104","A","",TRUE,0,0,0,FALSE,1,1,52
"CO 104 A .001","FALSE","1972-10-10","Union","Extends CO 104A to 11/01/72.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO104A.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20104%20A%22}","CO","MCARTHUR RIVER","HEMLOCK OIL, MIDDLE KENAI G OIL, WEST FORELAND OIL","104","A","1",FALSE,3,3,0,FALSE,1,5,52
"CO 105","FALSE","1971-06-30","Shell-Amoco","Flaring restricted after 07/01/72, all 7 oil pools.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%22}","CO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","105","","",FALSE,4,4,0,FALSE,1,1,464
"CO 105 A","FALSE","1972-06-08","Shell-Amoco","Flaring until 11/01/72.  All 7 oil pools in field.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20A%22}","CO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","105","A","",FALSE,4,4,0,FALSE,1,1,66
"CO 105 A .001","FALSE","1972-10-13","Amoco Production Company","Extends 105A until 11/01/72","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105A.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20A%22}","CO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","105","A","1",FALSE,4,4,0,FALSE,1,2,66
"CO 105 B","FALSE","1973-08-30","Shell-Amoco","Flaring until 08/03/73.  Provides for 30 day extension.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20B%22}","CO","MIDDLE GROUND SHOAL","","105","B","",TRUE,0,0,0,FALSE,1,1,67
"CO 105 C","FALSE","1974-01-28","Shell-Amoco","Flaring until 01/15/76.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","",TRUE,0,0,0,FALSE,1,1,95
"CO 105 C .001","FALSE","1974-12-04","Amoco Production Company","Flaring until 01/01/75.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","1",TRUE,0,0,0,FALSE,1,22,95
"CO 105 C .002","FALSE","1975-07-15","Amoco Production Company","Flaring until 10/01/75.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","2",TRUE,0,0,0,FALSE,1,21,95
"CO 105 C .003","FALSE","1975-09-22","Amoco Production Company","Flaring until 10/31/75.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","3",TRUE,0,0,0,FALSE,1,20,95
"CO 105 C .004","FALSE","1975-11-24","Shell","Flaring until 01/01/76.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","4",TRUE,0,0,0,FALSE,1,19,95
"CO 105 C .005","FALSE","1976-02-09","Shell","Flaring until 03/01/76.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","5",TRUE,0,0,0,FALSE,1,18,95
"CO 105 C .006","FALSE","1977-03-30","Shell","Flaring permitted on Platform \""A\"" until 03/01/76.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.006%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","6",TRUE,0,0,0,FALSE,1,17,95
"CO 105 C .007","FALSE","1977-05-16","Shell","Flaring permitted from both platforms until Collier is operational.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.007%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","7",TRUE,0,0,0,FALSE,1,15,95
"CO 105 C .008","FALSE","1977-08-05","Shell","Flaring permitted from both platforms until Collier is operational.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.008%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","8",TRUE,0,0,0,FALSE,1,14,95
"CO 105 C .009","FALSE","1978-06-21","Amoco Production Company","Flaring permitted from both platforms until pipeline is repaired.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.009%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","9",TRUE,0,0,0,FALSE,1,13,95
"CO 105 C .010","FALSE","1978-08-29","Amoco Production Company","Flaring permitted from both Baker and Dillon platforms until 10/01/78.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.010%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","10",TRUE,0,0,0,FALSE,1,12,95
"CO 105 C .011","FALSE","1978-08-29","Shell","Flaring permitted from both A&C platforms until 10/01/78.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.011%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","11",TRUE,0,0,0,FALSE,1,11,95
"CO 105 C .012","FALSE","1978-11-07","Shell","Flaring permitted from Platform \""C\"" an extra 15 days in 4th quarter.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.012%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","12",TRUE,0,0,0,FALSE,1,10,95
"CO 105 C .013","FALSE","1985-11-29","Amoco Production Company","Flaring gas in qty that exceeds the current permitted volume at Platform Baker.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.013%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","13",TRUE,0,0,0,FALSE,1,9,95
"CO 105 C .014","FALSE","1985-12-13","Amoco Production Company","Flaring gas in qty that exceeds the current permitted volume at Platform Baker.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.014%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","14",TRUE,0,0,0,FALSE,1,8,95
"CO 105 C .015","FALSE","1985-12-31","Amoco Production Company","Flaring gas in qty that exceeds the current permitted volume at Platform Baker.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO105C.015%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20105%20C%22}","CO","MIDDLE GROUND SHOAL","","105","C","15",TRUE,0,0,0,FALSE,1,7,95
"CO 106","TRUE","1971-06-23","Standard Oil Company of California","Spacing exception: SCU #13-34 (#171021)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20106%22}","CO","SWANSON RIVER","HEMLOCK OIL","106","","",FALSE,1,1,0,FALSE,1,1,15
"CO 107","TRUE","1971-09-14","Union","Authorize commingling of production from Middle Kenai G and the Hemlock Oil Pools in the TBU K-10 well.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20107%22}","CO","MCARTHUR RIVER","HEMLOCK OIL, MIDDLE KENAI G OIL","107","","",FALSE,2,2,0,FALSE,1,1,48
"CO 108","TRUE","1971-11-18","ARCO Alaska Inc.","Water injection authorized  in Trading Bay \""G\"" NE & Hemlock NE Oil Pools for the purpose of pressure maintenance.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20108%22}","CO","TRADING BAY","G-NE/HEMLOCK-NE OIL","108","","",FALSE,1,1,0,FALSE,1,1,132
"CO 108 .001","TRUE","1974-01-29","ARCO Alaska Inc.","Spacing exception: S-1RD","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO108.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20108%22}","CO","TRADING BAY","","108","1","",TRUE,0,0,0,FALSE,1,4,132
"CO 109","TRUE","1971-11-30","Standard Oil Company of California","Spacing exception: Soldotna Creek Unit Wells 42-05, 33-08, 44-33 and 24-33","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20109%22}","CO","SWANSON RIVER","HEMLOCK OIL","109","","",FALSE,1,1,0,FALSE,1,1,19
"CO 110","TRUE","1971-11-30","ARCO Alaska Inc.","Spacing exception: NTBU S-08","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20110%22}","CO","TRADING BAY","G-NE/HEMLOCK-NE OIL, W FORELAND OIL","110","","",FALSE,2,2,0,FALSE,1,1,28
"CO 111","TRUE","1972-03-03","Standard Oil Company of California","Spacing exception: Beluga River Unit 14-03 (well apparently never permitted or drilled)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20111%22}","CO","BELUGA RIVER","STERLING-BELUGA GAS","111","","",FALSE,1,0,1,FALSE,1,1,13
"CO 112","TRUE","1972-04-27","Standard Oil Company of California","Spacing exception: SCU #33-08 (#172017)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20112%22}","CO","SWANSON RIVER","HEMLOCK OIL","112","","",FALSE,1,1,0,FALSE,1,1,14
"CO 113","TRUE","1972-04-27","Standard Oil Company of California","Spacing exception: Beluga River Unit 241-34 (172016)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20113%22}","CO","BELUGA RIVER","STERLING-BELUGA GAS","113","","",FALSE,1,0,1,FALSE,1,1,16
"CO 114","FALSE","1972-06-09","Various","Flaring restrictions Cook Inlet pltfms & shore facilities.  Granite Pt, Trading Bay, McArthur River & MGS Fields. Flaring volume of gas established for safety flares at each pltfm & each shore site.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20114%22}","CO","GRANITE PT, MCARTHUR RIVER, MIDDLE GROUND SHOAL, TRADING BAY","","114","","",TRUE,0,0,0,FALSE,4,1,194
"CO 114 .001","FALSE","1984-01-05","Amoco Production Company","Flaring of gas that exceeds current permitted volume on Anna Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO114.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20114%22}","CO","GRANITE PT","","114","1","",TRUE,0,0,0,FALSE,1,13,194
"CO 114 .002","FALSE","1984-06-19","Amoco Production Company","Flaring of gas in excess of current permitted volume at Anna Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO114.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20114%22}","CO","GRANITE PT","","114","2","",TRUE,0,0,0,FALSE,1,12,194
"CO 114 .003","FALSE","1984-12-27","Amoco Production Company","Flaring of gas in quantity that exceeds current permitted volume at Anna Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO114.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20114%22}","CO","GRANITE PT","","114","3","",TRUE,0,0,0,FALSE,1,11,194
"CO 114 .004","FALSE","1987-07-14","Union Oil Company of California","Flaring daily avg gas vol 1000 MCF flared on Steelhead Pltfm.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO114.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20114%22}","CO","MCARTHUR RIVER","","114","4","",TRUE,0,0,0,FALSE,1,10,194
"CO 114 .005","FALSE","1988-02-26","Union Oil Company of California","Flaring to amend Item 9 to read \""2500 MCF per day.\""","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO114.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20114%22}","CO","MCARTHUR RIVER","","114","5","",TRUE,0,0,0,FALSE,1,9,194
"CO 115","FALSE","1972-08-15","Union","Commingling: Middle Kenai D & E Oil Pools. Amends Rule 3 CO 093 to allow commingling. REVOKED by CO 162. Cancelled on 1980-02-22.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20115%22}","CO","TRADING BAY","MIDDLE KENAI D OIL, MIDDLE KENAI E OIL","115","","",FALSE,2,2,0,FALSE,1,1,66
"CO 116","FALSE","1973-01-26","Evergreen Resources (Alaska) Corporation","REVOKED.  Allows for stratigraphic test offshore Alaska. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20116%22}","CO","*EXPLORATORY","","116","","",TRUE,0,0,0,FALSE,1,1,38
"CO 117","FALSE","1973-03-05","BP","REVOKED (SEE 341).  Application to drill and complete two oil wells per governmental section on selected sections in the Prudhoe Oil Pool. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20117%22}","CO","PRUDHOE BAY","PRUDHOE OIL","117","","",FALSE,1,1,0,FALSE,1,1,52
"CO 117 A","FALSE","1973-09-07","BP","Spacing exception: Prudhoe Oil Pool - REVOKED (SEE CO 341).  Relief from footage spacing requirments for nineteen wells within a specified area. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20117%20A%22}","CO","PRUDHOE BAY","PRUDHOE OIL","117","A","",FALSE,1,1,0,FALSE,1,1,17
"CO 118","FALSE","1973-03-08","BP","REVOKED (SEE 341).  Permits increase of gas cap production for power generation from C-3 to fuel generators for field-wide electrical use, inject liquids back into reservoir. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20118%22}","CO","PRUDHOE BAY","PRUDHOE OIL","118","","",FALSE,1,1,0,FALSE,1,1,52
"CO 118 .001","FALSE","1975-04-23","BP","REVOKED (SEE 341).  Authorize increase of gas production  up to 20 MMCFD from gas cap. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO118.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20118%22}","CO","PRUDHOE BAY","PRUDHOE OIL","118","1","",FALSE,1,1,0,FALSE,1,5,52
"CO 119","FALSE","1973-08-21","Union","Flaring permitted until 09/01/73.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20119%22}","CO","TRADING BAY","","119","","",TRUE,0,0,0,FALSE,1,1,96
"CO 119 .001","FALSE","1973-03-23","Union","Flaring permitted until 05/01/73.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO119.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20119%22}","CO","TRADING BAY","","119","1","",TRUE,0,0,0,FALSE,1,10,96
"CO 119 .002","FALSE","1973-04-30","Union","Flaring extends AA 119.001 until 06/01/73.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO119.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20119%22}","CO","TRADING BAY","","119","2","",TRUE,0,0,0,FALSE,1,9,96
"CO 119 .003","FALSE","1973-05-31","Union","Flaring permitted until 09/01/73.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO119.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20119%22}","CO","TRADING BAY","","119","3","",TRUE,0,0,0,FALSE,1,8,96
"CO 119 .004","FALSE","1981-08-27","Union","Flaring permitted 10-day ext at T.B. Prod Facility.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO119.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20119%22}","CO","TRADING BAY","","119","4","",TRUE,0,0,0,FALSE,1,7,96
"CO 119 .005","FALSE","1987-08-14","Marathon Oil Company","Flaring permitted up to 15 MMSCF 08/11/87-09/25/87.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO119.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20119%22}","CO","TRADING BAY","","119","5","",TRUE,0,0,0,FALSE,1,5,96
"CO 120","FALSE","1973-08-22","Union Oil Company of California","Flaring until 09/01/73.  Amends CO 103, permits up to 15 days flaring per calendar qtr; requires reports & gives admin powers.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","","",TRUE,0,0,0,FALSE,1,1,160
"CO 120 .001","FALSE","1973-03-23","Union","Flaring until 05/01/73.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","1","",TRUE,0,0,0,FALSE,1,46,160
"CO 120 .002","FALSE","1973-04-30","Union","Flaring extended until 06/01/73.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","2","",TRUE,0,0,0,FALSE,1,45,160
"CO 120 .003","FALSE","1973-05-31","Union","Flaring until 09/01/73.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","3","",TRUE,0,0,0,FALSE,1,44,160
"CO 120 .004","FALSE","1977-12-28","ARCO Alaska Inc.","Flaring more than 15 days per calendar 1/4 King Salmon Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","4","",TRUE,0,0,0,FALSE,1,43,160
"CO 120 .005","FALSE","1978-02-06","Marathon Oil Company","Flaring more than 15 days per calendar qtr, Dolly Varden Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","5","",TRUE,0,0,0,FALSE,1,42,160
"CO 120 .006","FALSE","1978-02-15","ARCO Alaska Inc.","King Salmon compressor - Flaring until 03/01/78 for longer than 15 days per calendar qtr.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.006%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","6","",TRUE,0,0,0,FALSE,1,41,160
"CO 120 .007","FALSE","1978-05-01","Marathon Oil Company","Flaring gas longer than 15 days per calendar qtr - Dolly Varden Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.007%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","7","",TRUE,0,0,0,FALSE,1,40,160
"CO 120 .008","FALSE","1978-05-08","Marathon Oil Company","Flaring for 25 days in 2nd qtr, Dolly Varden Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.008%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","8","",TRUE,0,0,0,FALSE,1,39,160
"CO 120 .009","FALSE","1978-06-29","Marathon Oil Company","Flaring excess casinghead gas more than 15 days per calendar qtr Dolly Varden Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.009%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","9","",TRUE,0,0,0,FALSE,1,38,160
"CO 120 .010","FALSE","1978-06-30","Marathon Oil Company","Flaring excess casinghead gas more than 15 days per calendar qtr Dolly Varden Platform","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.010%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","10","",TRUE,0,0,0,FALSE,1,37,160
"CO 120 .011","FALSE","1979-02-28","ARCO Alaska Inc.","Flaring extended on King Salmon Platform due to overhaul compressor for longer than 15 days per calendar qtr.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.011%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","11","",TRUE,0,0,0,FALSE,1,36,160
"CO 120 .012","FALSE","1979-03-19","ARCO Alaska Inc.","Flaring for remaining of qtr King Salmon Platform for longer than 15 days.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.012%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","12","",TRUE,0,0,0,FALSE,1,35,160
"CO 120 .013","FALSE","1979-09-19","ARCO Alaska Inc.","Flaring excess permitted for 5 days.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.013%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","13","",TRUE,0,0,0,FALSE,1,34,160
"CO 120 .014","FALSE","1979-09-26","ARCO Alaska Inc.","Flaring excess for 5 days, King Salmon Platform","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.014%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","14","",TRUE,0,0,0,FALSE,1,33,160
